YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,NUMBER_HOOKS,BARE,BAIT,INVALID,HAGFISH_SLIME,UNKNOWN,NUMBERS,DISCARD_STATUS_CODE,DISCARD_STATUS,SUBSET_CONDITION_CODE,Subset No
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,9,4,10,0,0,5,4,Lost,1,5
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,5,0,0,18,1,Retained,1,6
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,5,0,0,6,4,Lost,1,6
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,5,0,0,1,10,Discarded due to fleas,1,6
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,3,0,0,17,1,Retained,1,7
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,3,0,0,7,4,Lost,1,7
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,2,3,0,0,1,10,Discarded due to fleas,1,7
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,2,5,0,0,12,1,Retained,1,8
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,2,5,0,0,6,4,Lost,1,8
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,2,5,0,0,2,10,Discarded due to fleas,1,8
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,7,0,0,16,1,Retained,1,9
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,7,0,0,3,4,Lost,1,9
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,7,0,0,1,10,Discarded due to fleas,1,9
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,0,3,0,0,10,1,Retained,1,10
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,0,3,0,0,7,4,Lost,1,10
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,0,3,0,0,2,10,Discarded due to fleas,1,10
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,22,4,0,0,0,12,1,Retained,1,11
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,22,4,0,0,0,1,4,Lost,1,11
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,22,4,0,0,0,4,10,Discarded due to fleas,1,11
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,44,21,2,0,0,0,10,1,Retained,1,12
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,44,21,2,0,0,0,7,4,Lost,1,12
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,44,21,2,0,0,0,4,10,Discarded due to fleas,1,12
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,0,0,0,14,1,Retained,1,13
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,0,0,0,7,4,Lost,1,13
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,3,0,0,0,4,10,Discarded due to fleas,1,13
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,48,9,6,0,0,0,19,1,Retained,1,14
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,48,9,6,0,0,0,1,3,"Discarded, too small",1,14
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,48,9,6,0,0,0,3,4,Lost,1,14
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,48,9,6,0,0,0,8,10,Discarded due to fleas,1,14
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,47,8,10,1,0,0,15,1,Retained,1,15
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,47,8,10,1,0,0,1,3,"Discarded, too small",1,15
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,47,8,10,1,0,0,5,4,Lost,1,15
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,47,8,10,1,0,0,4,10,Discarded due to fleas,1,15
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,11,8,0,0,0,18,1,Retained,1,16
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,11,8,0,0,0,1,4,Lost,1,16
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,11,8,0,0,0,5,10,Discarded due to fleas,1,16
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,3,0,0,0,13,1,Retained,1,17
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,3,0,0,0,5,4,Lost,1,17
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,3,0,0,0,7,10,Discarded due to fleas,1,17
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,6,0,0,0,9,1,Retained,1,18
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,6,0,0,0,1,4,Lost,1,18
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,16,6,0,0,0,11,10,Discarded due to fleas,1,18
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,14,1,0,0,4,1,Retained,1,19
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,14,1,0,0,7,4,Lost,1,19
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,14,1,0,0,10,10,Discarded due to fleas,1,19
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,8,10,0,0,0,18,1,Retained,1,20
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,8,10,0,0,0,3,4,Lost,1,20
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,8,10,0,0,0,2,10,Discarded due to fleas,1,20
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,5,1,0,0,11,1,Retained,1,21
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,5,1,0,0,1,4,Lost,1,21
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,15,5,1,0,0,11,10,Discarded due to fleas,1,21
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,5,2,0,0,15,1,Retained,1,22
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,5,2,0,0,4,4,Lost,1,22
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,6,5,2,0,0,8,10,Discarded due to fleas,1,22
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,12,3,0,0,0,11,1,Retained,1,23
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,12,3,0,0,0,18,10,Discarded due to fleas,1,23
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,8,0,0,0,12,1,Retained,1,24
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,8,0,0,0,1,4,Lost,1,24
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,13,8,0,0,0,7,10,Discarded due to fleas,1,24
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,3,1,0,0,7,1,Retained,1,25
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,3,1,0,0,2,4,Lost,1,25
2017,603,2,710,57935,Kaia,8/3/2017 11:47,14,1125,13,78,20,21,10,22,710,345701,45,19,3,1,0,0,9,10,Discarded due to fleas,1,25
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,9,3,0,0,19,1,Retained,1,1
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,9,3,0,0,3,4,Lost,1,1
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,5,2,0,0,25,1,Retained,1,2
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,5,2,0,0,2,4,Lost,1,2
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,1,1,0,0,24,1,Retained,1,3
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,1,1,0,0,3,4,Lost,1,3
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,11,11,0,0,0,17,1,Retained,1,4
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,11,11,0,0,0,3,4,Lost,1,4
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,11,11,0,0,0,1,10,Discarded due to fleas,1,4
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,9,4,0,0,20,1,Retained,1,5
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,9,4,0,0,2,4,Lost,1,5
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,14,6,1,0,0,19,1,Retained,1,6
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,14,6,1,0,0,2,4,Lost,1,6
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,4,6,5,0,0,24,1,Retained,1,7
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,4,6,5,0,0,1,4,Lost,1,7
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,2,2,0,0,1,0,Unknown,1,8
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,2,2,0,0,14,1,Retained,1,8
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,2,2,0,0,6,4,Lost,1,8
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,2,2,0,0,1,10,Discarded due to fleas,1,8
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,5,2,0,0,21,1,Retained,1,9
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,5,2,0,0,2,4,Lost,1,9
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,16,0,0,0,12,1,Retained,1,10
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,16,0,0,0,1,4,Lost,1,10
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,15,3,0,0,7,1,Retained,1,11
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,15,3,0,0,1,4,Lost,1,11
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,15,3,0,0,1,10,Discarded due to fleas,1,11
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,18,0,0,0,9,1,Retained,1,12
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,18,0,0,0,2,4,Lost,1,12
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,18,0,0,0,1,10,Discarded due to fleas,1,12
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,15,0,0,0,9,1,Retained,1,13
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,15,0,0,0,1,4,Lost,1,13
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,15,0,0,0,2,10,Discarded due to fleas,1,13
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,5,10,1,0,0,17,1,Retained,1,14
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,5,10,1,0,0,4,4,Lost,1,14
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,3,0,0,0,18,1,Retained,1,15
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,3,0,0,0,3,4,Lost,1,15
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,4,1,0,0,22,1,Retained,1,16
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,7,4,1,0,0,4,4,Lost,1,16
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,7,2,0,0,16,1,Retained,1,17
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,7,2,0,0,3,4,Lost,1,17
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,8,7,2,0,0,2,10,Discarded due to fleas,1,17
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,3,1,0,0,20,1,Retained,1,18
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,3,1,0,0,4,4,Lost,1,18
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,9,3,1,0,0,1,10,Discarded due to fleas,1,18
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,6,4,0,0,13,1,Retained,1,19
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,6,4,0,0,2,4,Lost,1,19
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,6,12,1,0,0,13,1,Retained,1,20
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,6,12,1,0,0,1,4,Lost,1,20
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,12,1,0,0,12,1,Retained,1,21
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,12,1,0,0,1,4,Lost,1,21
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,10,12,1,0,0,1,10,Discarded due to fleas,1,21
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,3,22,0,0,0,10,1,Retained,1,22
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,3,22,0,0,0,1,4,Lost,1,22
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,3,22,0,0,0,2,10,Discarded due to fleas,1,22
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,1,11,2,0,0,17,1,Retained,1,23
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,1,11,2,0,0,3,4,Lost,1,23
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,4,13,0,0,0,17,1,Retained,1,24
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,4,13,0,0,0,2,4,Lost,1,24
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,8,1,0,0,13,1,Retained,1,25
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,8,1,0,0,2,4,Lost,1,25
2017,603,2,710,57935,Kaia,8/3/2017 15:19,14,1125,13,78,20,21,11,24,710,345701,45,12,8,1,0,0,1,10,Discarded due to fleas,1,25
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,1,21,1,0,0,19,1,Retained,1,1
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,1,21,1,0,0,2,4,Lost,1,1
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,3,16,3,0,0,17,1,Retained,1,2
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,3,16,3,0,0,1,4,Lost,1,2
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,44,8,12,0,0,0,18,1,Retained,1,3
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,44,8,12,0,0,0,2,4,Lost,1,3
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,6,18,2,0,0,16,1,Retained,1,4
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,6,18,2,0,0,1,4,Lost,1,4
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,4,16,1,0,0,23,1,Retained,1,5
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,9,0,0,0,20,1,Retained,1,6
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,9,0,0,0,2,4,Lost,1,6
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,8,12,0,0,0,21,1,Retained,1,7
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,8,12,0,0,0,4,4,Lost,1,7
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,12,10,0,0,0,22,1,Retained,1,8
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,12,10,0,0,0,1,10,Discarded due to fleas,1,8
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,5,10,0,0,0,26,1,Retained,1,9
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,5,10,0,0,0,2,4,Lost,1,9
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,10,1,0,0,22,1,Retained,1,10
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,10,1,0,0,3,4,Lost,1,10
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,6,11,0,0,0,23,1,Retained,1,11
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,6,11,0,0,0,2,4,Lost,1,11
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,6,11,0,0,0,1,10,Discarded due to fleas,1,11
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,4,0,0,0,22,1,Retained,1,12
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,4,0,0,0,4,4,Lost,1,12
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,46,19,2,0,0,0,18,1,Retained,1,13
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,46,19,2,0,0,0,1,3,"Discarded, too small",1,13
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,46,19,2,0,0,0,3,4,Lost,1,13
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,18,0,0,0,0,22,1,Retained,1,14
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,18,0,0,0,0,1,4,Lost,1,14
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,18,0,0,0,0,3,10,Discarded due to fleas,1,14
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,9,1,0,0,0,25,1,Retained,1,15
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,9,1,0,0,0,4,4,Lost,1,15
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,9,1,0,0,0,1,10,Discarded due to fleas,1,15
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,12,3,0,0,0,21,1,Retained,1,16
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,12,3,0,0,0,5,4,Lost,1,16
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,10,3,1,0,0,26,1,Retained,1,17
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,10,3,1,0,0,5,4,Lost,1,17
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,47,9,3,0,0,0,28,1,Retained,1,18
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,47,9,3,0,0,0,4,4,Lost,1,18
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,47,9,3,0,0,0,1,10,Discarded due to fleas,1,18
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,7,0,0,0,23,1,Retained,1,19
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,7,0,0,0,1,4,Lost,1,19
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,4,0,0,0,18,1,Retained,1,20
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,4,0,0,0,5,4,Lost,1,20
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,1,7,0,0,23,1,Retained,1,21
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,1,7,0,0,2,4,Lost,1,21
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,4,1,0,0,27,1,Retained,1,22
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,7,4,1,0,0,1,4,Lost,1,22
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,10,8,0,0,0,25,1,Retained,1,23
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,10,8,0,0,0,1,4,Lost,1,23
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,8,2,0,0,1,0,Unknown,1,24
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,11,8,2,0,0,18,1,Retained,1,24
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,3,3,0,0,16,1,Retained,1,25
2017,603,2,710,57935,Kaia,8/4/2017 7:19,14,1125,13,78,20,21,12,25,710,345701,45,13,3,3,0,0,3,4,Lost,1,25
2017,603,2,710,57935,Kaia,8/4/2017 11:30,14,1125,13,78,20,21,13,27,710,345701,45,18,5,2,0,0,14,1,Retained,1,1
2017,603,2,710,57935,Kaia,8/4/2017 11:30,14,1125,13,78,20,21,13,27,710,345701,45,18,5,2,0,0,5,4,Lost,1,1
2017,603,2,710,57935,Kaia,8/4/2017 11:30,14,1125,13,78,20,21,13,27,710,345701,45,10,11,4,0,0,14,1,Retained,1,2
2017,603,2,710,57935,Kaia,8/4/2017 11:30,14,1125,13,78,20,21,13,27,710,345701,45,10,11,4,0,0,2,4,Lost,1,2
2017,603,2,710,57935,Kaia,8/4/2017 11:30,14,1125,13,78,20,21,13,27,710,345701,45,4,13,4,0,0,19,1,Retained,1,3
