year,tag_no,tag_batch_no,rel_date,rel_stat,rel_len,rel_bin,rec_date,rec_stat,rec_len,rec_bin,growth
2007,T-028426,18,2007-06-19,345631,69,70,2007-08-10,345631,70,70,1
2007,T-028494,18,2007-06-19,345631,69,70,2007-08-10,345631,69,70,0
2007,T-029533,18,2007-06-23,345603,68,70,2007-08-10,345631,68,70,0
2008,T-029899,19,2008-06-02,345731,70,70,2008-08-12,345631,71,70,1
2008,T-030052,19,2008-06-03,345731,69,70,2008-08-28,0,69,70,0
2008,T-030721,19,2008-06-06,345701,70,70,2008-08-09,345731,71,70,1
2008,T-031138,19,2008-06-08,345701,72,70,2008-08-18,0,73,75,1
2008,T-031692,19,2008-06-08,345701,72,70,2008-09-10,345603,72,70,0
2008,T-031803,19,2008-06-09,345701,69,70,2008-08-11,345701,70,70,1
2008,T-032426,19,2008-06-10,345631,72,70,2008-10-06,345631,72,70,0
2008,T-032836,19,2008-06-15,345701,72,70,2008-09-25,345631,72,70,0
2008,T-032848,19,2008-06-15,345701,72,70,2008-08-09,345631,72,70,0
2008,T-033013,19,2008-06-15,345631,71,70,2008-10-16,0,71,70,0
2008,T-033181,19,2008-06-16,345631,70,70,2008-08-17,345631,70,70,0
2008,T-033215,19,2008-06-16,345631,72,70,2008-08-12,345631,72,70,0
2008,T-033482,19,2008-06-17,345631,68,70,2008-09-25,345631,69,70,1
2008,T-033749,19,2008-06-18,345631,72,70,2008-10-30,345631,73,75,1
2008,T-033750,19,2008-06-18,345631,72,70,2008-10-30,345631,72,70,0
2008,T-033768,19,2008-06-18,345631,70,70,2008-08-12,345631,71,70,1
2008,T-033936,19,2008-06-20,345631,68,70,2008-09-25,345631,68,70,0
2008,T-034219,19,2008-06-21,345631,70,70,2008-08-21,0,71,70,1
2008,T-034433,19,2008-06-23,345603,70,70,2008-08-21,0,70,70,0
2008,T-034602,19,2008-06-23,345603,68,70,2008-08-09,345631,71,70,3
2009,T-035423,20,2009-06-02,345701,72,70,2009-07-31,345701,73,75,1
2009,T-035866,20,2009-06-02,345731,72,70,2009-09-24,345701,72,70,0
2009,T-036557,20,2009-06-05,345701,71,70,2009-08-03,345631,72,70,1
2009,T-036669,20,2009-06-05,345701,71,70,2009-08-16,345701,73,75,2
2009,T-036847,20,2009-06-05,345701,70,70,2009-07-31,345701,71,70,1
2009,T-036973,20,2009-06-05,345701,72,70,2009-08-03,345731,72,70,0
2009,T-037285,20,2009-06-06,345701,71,70,2009-08-17,345701,72,70,1
2009,T-037640,20,2009-06-06,345701,72,70,2009-07-31,345701,72,70,0
2009,T-037780,20,2009-06-07,345701,69,70,2009-08-20,0,69,70,0
2009,T-037910,20,2009-06-07,345701,69,70,2009-08-20,0,69,70,0
2009,T-038077,20,2009-06-07,345701,70,70,2009-09-09,0,70,70,0
2009,T-038220,20,2009-06-07,345701,68,70,2009-08-03,345701,69,70,1
2009,T-038330,20,2009-06-08,345631,69,70,2009-07-31,345701,71,70,2
2009,T-038389,20,2009-06-08,345631,70,70,2009-08-20,0,70,70,0
2009,T-039150,20,2009-06-09,345631,68,70,2009-08-03,345631,69,70,1
2009,T-039496,20,2009-06-13,345631,70,70,2009-07-31,345603,72,70,2
2009,T-039878,20,2009-06-15,345631,69,70,2009-08-03,345631,70,70,1
2009,T-039924,20,2009-06-15,345631,70,70,2009-08-28,345631,70,70,0
2009,T-040160,20,2009-06-16,345631,68,70,2009-08-03,345631,69,70,1
2009,T-040448,20,2009-06-16,345631,70,70,2009-09-10,335701,71,70,1
2009,T-040569,20,2009-06-17,345603,68,70,2009-08-03,345603,69,70,1
2009,T-041015,20,2009-06-18,345603,69,70,2009-07-31,345603,70,70,1
2009,T-041452,20,2009-06-20,345631,69,70,2009-08-03,345631,71,70,2
2009,T-041826,20,2009-06-20,345701,72,70,2009-07-31,345701,72,70,0
2009,T-041832,20,2009-06-20,345701,70,70,2009-09-02,0,70,70,0
2009,T-041961,20,2009-06-21,345701,68,70,2009-08-16,345701,69,70,1
2010,T-044694,21,2010-06-05,345701,68,70,2010-09-09,0,69,70,1
2010,T-045248,21,2010-06-06,345701,68,70,2010-08-05,345731,69,70,1
2010,T-045968,21,2010-06-09,345701,68,70,2010-08-06,345701,69,70,1
2010,T-046158,21,2010-06-09,345701,70,70,2010-08-17,345701,71,70,1
2010,T-046433,21,2010-06-09,345701,70,70,2010-09-04,345701,71,70,1
2010,T-046650,21,2010-06-09,345631,71,70,2010-08-06,345701,73,75,2
2010,T-047611,21,2010-06-15,345631,68,70,2010-08-03,345631,69,70,1
2010,T-047685,21,2010-06-15,345631,70,70,2010-08-03,345631,70,70,0
2010,T-047765,21,2010-06-16,345631,70,70,2010-08-06,345631,70,70,0
2010,T-047840,21,2010-06-17,345631,70,70,2010-08-06,345631,70,70,0
2010,T-047845,21,2010-06-17,345631,68,70,2010-08-03,345631,69,70,1
2010,T-048049,21,2010-06-17,345631,70,70,2010-08-06,345631,72,70,2
2010,T-048239,21,2010-06-17,345631,68,70,2010-08-17,345631,69,70,1
2010,T-048317,21,2010-06-17,345631,70,70,2010-08-17,345631,72,70,2
2010,T-048902,21,2010-06-18,345631,72,70,2010-08-03,345631,73,75,1
2010,T-049449,21,2010-06-20,345631,71,70,2010-08-06,345631,72,70,1
2010,T-049562,21,2010-06-20,345603,69,70,2010-08-06,345603,69,70,0
2010,T-049583,21,2010-06-20,345603,69,70,2010-10-12,0,69,70,0
2012,T-052065,22,2012-05-26,345701,70,70,2012-07-29,345701,70,70,0
2012,T-052157,22,2012-05-26,345701,70,70,2012-07-29,345701,70,70,0
2012,T-053122,22,2012-05-28,345701,69,70,2012-06-08,345631,69,70,0
2012,T-053189,22,2012-05-28,345701,70,70,2012-07-27,345701,70,70,0
2012,T-053247,22,2012-05-29,345701,71,70,2012-06-08,345631,71,70,0
2012,T-053730,22,2012-05-30,345701,70,70,2012-08-27,0,70,70,0
2012,T-053733,22,2012-05-30,345701,71,70,2012-10-23,345631,72,70,1
2012,T-053817,22,2012-05-30,345701,68,70,2012-07-27,345701,69,70,1
2012,T-054545,22,2012-06-05,345631,72,70,2012-07-27,345701,72,70,0
2012,T-055028,22,2012-06-05,345631,68,70,2012-07-26,345631,69,70,1
2012,T-055078,22,2012-06-05,345631,71,70,2012-07-26,345631,71,70,0
2012,T-056509,22,2012-06-07,345631,68,70,2012-07-26,345701,70,70,2
2012,T-056677,22,2012-06-07,345631,68,70,2012-09-07,345631,69,70,1
2012,T-056963,22,2012-06-07,345631,68,70,2012-07-10,345537,70,70,2
2012,T-057078,22,2012-06-09,345603,72,70,2012-07-29,345603,72,70,0
2012,T-057273,22,2012-06-09,345603,68,70,2012-07-28,345603,69,70,1
2012,T-058092,22,2012-06-11,345631,70,70,2012-09-07,345631,70,70,0
2013,T-058794,23,2013-05-23,345803,68,70,2013-08-01,345731,69,70,1
2013,T-058936,23,2013-05-23,345731,68,70,2013-10-02,345603,68,70,0
2013,T-060632,23,2013-05-27,345701,70,70,2013-07-30,345701,71,70,1
2013,T-061212,23,2013-05-28,345701,68,70,2013-12-06,0,68,70,0
2013,T-061811,23,2013-05-28,345701,68,70,2013-10-03,0,68,70,0
2013,T-061901,23,2013-05-28,345701,72,70,2013-08-04,345701,72,70,0
2013,T-063380,23,2013-06-06,345631,69,70,2013-08-04,345631,70,70,1
2013,T-063404,23,2013-06-06,345631,70,70,2013-12-16,0,71,70,1
2013,T-063583,23,2013-06-07,345603,72,70,2013-08-05,345603,72,70,0
2013,T-063942,23,2013-06-04,345631,68,70,2013-12-27,0,70,70,2
2013,T-064621,23,2013-06-07,345603,69,70,2013-08-05,345603,70.5,70,1.5
2015,T-066123,24,2015-05-20,345803,70,70,2015-08-18,345803,71,70,1
2015,T-066284,24,2015-05-20,345803,68,70,2015-08-18,345803,68,70,0
2015,T-066475,24,2015-05-19,345803,71,70,2015-08-18,345803,73,75,2
2015,T-068392,24,2015-05-24,345701,72,70,2015-07-26,345631,74,75,2
2015,T-068758,24,2015-05-25,345701,68,70,2015-07-29,345701,69,70,1
2015,T-071054,24,2015-06-04,345631,68,70,2015-09-10,0,68,70,0
2015,T-071845,24,2015-06-05,345631,68,70,2015-07-25,345631,70,70,2
2017,T-076746,25,2017-05-23,345701,70,70,2017-08-04,345701,72,70,2
2017,T-077622,25,2017-05-29,345603,68,70,2017-08-01,345631,68,70,0
2017,T-078612,25,2017-05-31,345631,71,70,2017-08-02,345631,71,70,0
2017,T-079307,25,2017-06-01,345631,71,70,2017-07-31,345631,71,70,0
2018,T-084039,26,2018-05-19,345701,69,70,2018-08-09,345701,70,70,1
2018,T-086172,26,2018-05-23,345701,72,70,2018-11-07,365701,73,75,1
2018,T-087873,26,2018-05-30,345631,70,70,2018-10-04,0,70,70,0
2018,T-088485,26,2018-06-01,345603,70,70,2018-08-06,345631,71,70,1
2018,T-089161,26,2018-06-02,345631,71,70,2018-08-06,345631,72,70,1
2018,T-089222,26,2018-06-04,345631,70,70,2018-08-17,345701,70,70,0
2018,T-089581,26,2018-06-04,345631,72,70,2018-08-07,345631,73,75,1
2019,T-095720,28,2019-05-20,345701,69,70,2019-07-26,345731,70,70,1
2019,T-096033,28,2019-05-21,345701,69,70,2019-07-26,345701,70,70,1
2019,T-098092,28,2019-05-28,345631,69,70,2019-07-26,345631,69,70,0
2019,T-098094,28,2019-05-28,345631,72,70,2019-07-26,345701,74,75,2
2019,T-099799,28,2019-05-31,345603,69,70,2019-07-26,345731,69,70,0
2005,T-05-1468,16,2005-06-06,345803,73,75,2005-08-18,0,73,75,0
2005,T-05-5524,16,2005-06-15,345603,73,75,2005-07-30,345631,74,75,1
2005,T-05-6165,16,2005-06-16,345631,75,75,2005-09-27,0,76,75,1
2005,T-05-6414,16,2005-06-16,345631,73,75,2005-10-12,0,74,75,1
2005,T-05-7061,16,2005-06-18,345701,73,75,2005-10-15,345701,73,75,0
2006,T-019700,17,2006-06-10,335701,74,75,2006-06-27,335701,75,75,1
2006,T-022386,17,2006-06-21,345631,74,75,2006-10-04,355601,74,75,0
2007,T-023912,18,2007-06-03,345731,73,75,2007-09-08,0,74,75,1
2007,T-027920,18,2007-06-17,345631,73,75,2007-10-13,0,74,75,1
2007,T-028877,18,2007-06-22,345603,74,75,2007-08-10,345631,74,75,0
2008,T-030516,19,2008-06-05,345731,77,75,2008-08-24,345701,78,80,1
2008,T-031668,19,2008-06-08,345701,73,75,2008-08-11,345701,73,75,0
2008,T-031708,19,2008-06-08,345701,76,75,2008-08-23,345803,76,75,0
2008,T-032338,19,2008-06-11,345701,75,75,2008-10-30,345631,76,75,1
2008,T-032755,19,2008-06-14,345702,76,75,2008-10-30,345631,76,75,0
2008,T-033346,19,2008-06-16,345631,73,75,2008-08-12,345631,74,75,1
2008,T-033853,19,2008-06-19,345631,77,75,2008-08-12,345631,78,80,1
2008,T-034581,19,2008-06-23,345603,73,75,2008-08-12,345631,73,75,0
2009,T-036276,20,2009-06-04,345803,74,75,2009-08-26,345803,74,75,0
2009,T-036843,20,2009-06-05,345701,77,75,2009-08-03,345631,78,80,1
2009,T-037417,20,2009-06-06,345701,73,75,2009-07-31,345603,74,75,1
2009,T-037550,20,2009-06-06,345701,75,75,2009-08-20,0,75,75,0
2009,T-037898,20,2009-06-07,345701,75,75,2009-08-03,345701,75,75,0
2009,T-038323,20,2009-06-08,345631,76,75,2009-08-18,345631,77,75,1
2009,T-038373,20,2009-06-08,345631,75,75,2009-10-01,0,76,75,1
2009,T-040154,20,2009-06-16,345631,76,75,2009-08-18,345631,76,75,0
2010,T-044153,21,2010-06-03,345731,73,75,2010-08-05,345701,74,75,1
2010,T-044635,21,2010-06-05,345701,73,75,2010-10-12,0,74,75,1
2010,T-045822,21,2010-06-08,345701,75,75,2010-08-03,345631,75,75,0
2010,T-048257,21,2010-06-17,345631,75,75,2010-08-17,345631,76,75,1
2010,T-048340,21,2010-06-17,345631,75,75,2010-08-17,345631,76,75,1
2010,T-048509,21,2010-06-17,345631,75,75,2010-08-17,345631,75,75,0
2010,T-049180,21,2010-06-19,345631,77,75,2010-08-06,345631,78,80,1
2010,T-049286,21,2010-06-19,345631,73,75,2010-08-06,345631,75,75,2
2012,T-054715,22,2012-06-05,345631,76,75,2012-07-26,345631,76,75,0
2012,T-055366,22,2012-06-05,345631,74,75,2012-07-25,345631,76,75,2
2012,T-055483,22,2012-06-05,345631,75,75,2012-10-28,0,75,75,0
2012,T-055612,22,2012-06-05,345631,74,75,2012-07-25,345631,74,75,0
2012,T-057039,22,2012-06-09,345603,74,75,2012-07-28,345603,74,75,0
2012,T-058065,22,2012-06-11,345631,73,75,2012-09-27,0,74,75,1
2013,T-063454,23,2013-06-06,345631,74,75,2013-06-11,345631,74,75,0
2015,T-068350,24,2015-05-24,345701,74,75,2015-08-21,345803,75,75,1
2015,T-069734,24,2015-05-26,345701,76,75,2015-07-29,345701,76,75,0
2015,T-071386,24,2015-06-04,345631,74,75,2015-07-25,345631,74,75,0
2015,T-072152,24,2015-06-06,345631,76,75,2015-07-25,345631,76,75,0
2015,T-072197,24,2015-06-06,345603,73,75,2015-07-25,345631,73,75,0
2017,T-074808,25,2017-05-19,345731,77,75,2017-09-20,345731,77,75,0
2017,T-075617,25,2017-05-20,345701,77,75,2017-10-03,0,77,75,0
2017,T-076739,25,2017-05-23,345701,74,75,2017-08-01,345701,74,75,0
2018,T-083836,26,2018-05-19,345701,74,75,2018-10-31,345701,75,75,1
2018,T-085800,26,2018-05-23,345701,74,75,2018-08-07,345701,74,75,0
2018,T-088518,26,2018-06-01,345603,75,75,2018-08-07,345631,75,75,0
2018,T-088609,26,2018-06-01,345603,73,75,2018-08-06,345631,74,75,1
2018,T-090152,26,2018-06-04,345631,74,75,2018-10-23,0,75,75,1
2019,T-096753,28,2019-05-22,345701,73,75,2019-07-26,345701,73,75,0
2019,T-098359,28,2019-05-29,345631,74,75,2019-09-19,345631,74,75,0
2005,T-05-3611,16,2005-06-12,345631,79,80,2005-07-30,345631,79,80,0
2006,T-021725,17,2006-06-19,345631,81,80,2006-08-24,345631,82,80,1
2007,T-026540,18,2007-06-09,345701,78,80,2007-10-04,345631,79,80,1
2010,T-049937,21,2010-06-22,345603,81,80,2010-08-06,345603,81,80,0
2012,T-051211,22,2012-05-24,345731,79,80,2012-07-29,345701,79,80,0
2012,T-051322,22,2012-05-25,345731,79,80,2012-07-25,345731,79,80,0
2012,T-053281,22,2012-05-29,345701,78,80,2012-06-05,345631,78,80,0
2012,T-055820,22,2012-06-07,345631,78,80,2012-07-25,345631,78,80,0
2012,T-057715,22,2012-06-10,345603,78,80,2012-07-28,345603,79,80,1
2013,T-062717,23,2013-06-05,345631,78,80,2013-08-01,345631,79,80,1
2013,T-063112,23,2013-06-06,345631,82,80,2013-06-11,345631,82,80,0
2017,T-078961,25,2017-06-01,345631,81,80,2017-08-01,345631,82,80,1
2018,T-086091,26,2018-05-23,345701,81,80,2018-08-09,345701,82,80,1
2019,T-100989,28,2019-06-02,345631,81,80,2019-09-19,345631,83,85,2
2010,T-044532,21,2010-06-05,345803,83,85,2010-08-23,345701,83,85,0
2010,T-048564,21,2010-06-17,345631,84,85,2010-08-17,345631,85,85,1
2015,T-071267,24,2015-06-04,345631,86,85,2015-07-25,345631,91,90,5
2008,T-033756,19,2008-06-18,345631,91,90,2008-08-17,345631,91,90,0
